	Nationality	Date	Classification
114769	Croatian	2004	Drawing
114770	Croatian	2004	Drawing
114771	Croatian	2004	Drawing
114772	Croatian	2004	Drawing
114773	Croatian	2004	Drawing
114774	Argentine	1979	Photograph
114775	Argentine	1979	Photograph
114776	American	2012	Print
114777	American	1972	Photograph
114778	American	1973	Photograph
114779	American	1973	Photograph
114780	American	1973	Photograph
114781	American	1974	Photograph
114782	American	1974	Photograph
114783	Canadian	2011	Architecture
114784	Canadian	2011	Architecture
114785	Canadian	2011	Architecture
114786	Canadian	2011	Architecture
114787	Canadian	2011	Architecture
114788	Canadian	2011	Architecture
114789	Canadian	2011	Architecture
114790	Canadian	2011	Architecture
114791	Canadian	2011	Architecture
114792	Canadian	2011	Architecture
114793	Canadian	2011	Architecture
114794	Canadian	2011	Architecture
114795	Canadian	2011	Architecture
114796	German	2008	Architecture
114797	German	2008	Architecture
114798	German	2008	Architecture
114799	Canadian	2002	Architecture
114800	Canadian	2008	Architecture
114801	Swiss	1967	Design
114802	Swiss	1968	Design
114803	American	1988	Sculpture
114804	American	1979	Photograph
114805	American	1977	Photograph
114806	American	1979	Photograph
114807	American	1981	Design
114808	American	1965	Drawing
114809	American	1979	Print
114810	American	1995	Print
114811	American	2007	Illustrated Book
114812	American	2014	Illustrated Book
114813	American	2014	Illustrated Book
114814	Indian	1996	Video
114815	Indian	1969	Video
114816	Indian	1969	Video
114817	Indian	2005	Video
114818	American	1969	Multiple
114819	American	1969	Multiple
114820	American	1969	Multiple
114821	American	1969	Multiple
114822	American	1969	Multiple
114823	American	1969	Multiple
114824	American	1969	Multiple
114825	British	1979	Design
114826	British	1976	Design
114827	German	1971	Design
114828	American	1939	Film
114829	Egyptian	1971	Film
114830	Polish	1970	Film
114831	Polish	1977	Film
114832	Polish	1980	Film
114833	American	2010	Film
114834	British	1996	Print
114835	British	1997	Illustrated Book
114836	British	1997	Print
114837	British	1997	Print
114838	British	1997	Audio
114839	British	1999	Print
114840	British	2001	Print
114841	British	2001	Print
114842	British	2002	Audio
114843	British	2002	Print
114844	British	2002	Print
114845	British	2003	Print
114846	British	2005	Print
114847	British	2005	Print
114848	British	2005	Film
114849	British	2006	Print
114850	British	2006	Print
114851	British	2006	Drawing
114852	British	2006	Print
114853	British	2006	Print
114854	British	2006	Print
114855	British	2006	Print
114856	British	2007	Print
114857	British	2007	Print
114858	British	2007	Print
114859	British	2008	Print
114860	British	2009	Photograph
114861	British	2009	Print
114862	British	2009	Print
114863	British	2009	Photograph
114864	British	2009	Drawing
114865	British	2009	Drawing
114866	British	2009	Print
114867	British	2010	Print
114868	British	2010	Print
114869	British	2010	Print
114870	British	2010	Illustrated Book
114871	British	2010	Print
114872	British	2010	Print
114873	British	2010	Print
114874	British	2010	Print
114875	British	2010	Print
114876	British	2010	Print
114877	British	2010	Print
114878	British	2010	Print
114879	British	2010	Print
114880	British	2010	Print
114881	British	2010	Print
114882	British	2010	Illustrated Book
114883	British	2010	Print
114884	British	2011	Print
114885	British	2011	Illustrated Book
114886	British	2011	Illustrated Book
114887	British	2011	Print
114888	British	2011	Print
114889	British	2011	Print
114890	British	2012	Print
114891	British	2012	Print
114892	British	2012	Print
114893	British	2012	Print
114894	British	2012	Print
114895	British	2012	Print
114896	British	2012	Print
114897	British	2012	Print
114898	British	2012	Print
114899	British	2012	Print
114900	British	2012	Print
114901	British	2012	Print
114902	British	2012	Print
114903	British	2012	Multiple
114904	British	2013	Illustrated Book
114905	British	2013	Illustrated Book
114906	British	2013	Print
114907	British	2013	Multiple
114908	British	2013	Print
114909	British	2013	Print
114910	British	2013	Print
114911	British	2014	Print
114912	British	2014	Illustrated Book
114913	British	2014	Illustrated Book
114914	British	2014	Print
114915	British	1982	Design
114916	American	1976	Design
114917	American	1984	Design
114918	German	1981	Design
114919	German	1970	Design
114920	American	1976	Design
114921	American	1968	Design
114922	American	1991	Design
114923	American	1968	Design
114924	American	1963	Design
114925	South	2006	Design
114926	South	2006	Design
114927	South	2006	Design
114928	South	2006	Design
114929	French	1891	Print
114930	American	2008	Design
114931	Egyptian	2014	Photograph
114932	Italian	2014	Installation
114933	British	1973	Design
114934	British	1970	Design
114935	American	1980	Design
114936	British	1989	Design
114937	American	1969	Design
114938	American	1996	Architecture
114939	American	1996	Architecture
114940	American	1996	Architecture
114941	American	2014	Design
114942	British	1979	Design
114943	British	1977	Design
114944	British	1984	Design
114945	American	1908	Design
114946	American	2014	Design
114947	American	2014	Illustrated Book
114948	American	2014	Print
114949	American	1940	Photograph
114950	Egyptian	2014	Video
114951	American	1979	Design
114952	American	1981	Design
114953	American	1981	Design
114954	Canadian	1981	Design
114955	Italian	1964	Design
114956	British	1958	Design
114957	American	1966	Design
114958	American	1970	Design
114959	American	1958	Design
114960	American	2012	Design
114961	American	2012	Design
114962	Brazilian	2014	Architecture
114963	Brazilian	2014	Architecture
114964	Brazilian	2010	Architecture
114965	Brazilian	2011	Architecture
114966	Brazilian	2012	Architecture
114967	Brazilian	2014	Architecture
114968	Brazilian	2007	Architecture
114969	Brazilian	2007	Architecture
114970	Brazilian	2014	Architecture
114971	British	1980	Design
114972	Polish	1979	Design
114973	Polish	1980	Design
114974	Polish	1970	Design
114975	Polish	1968	Design
114976	Polish	1987	Design
114977	Polish	1989	Design
114978	Polish	1985	Design
114979	Polish	1983	Design
114980	American	1978	Design
114981	American	1977	Painting
114982	American	1978	Design
114983	American	1979	Design
114984	American	1977	Design
114985	American	1977	Design
114986	American	1978	Design
114987	American	1976	Design
114988	American	1977	Design
114989	American	1978	Design
114990	American	1977	Design
114991	American	1980	Design
114992	American	1979	Design
114993	American	1976	Design
114994	Canadian	1981	Painting
114995	French	2012	Sculpture
114996	American	1955	Print
114997	British	1995	Design
114998	British	1995	Design
114999	British	1995	Design
115000	British	1995	Design
115001	British	1998	Design
115002	British	2003	Design
115003	Hungarian	1983	Design
115004	Hungarian	1984	Design
115005	American	1972	Design
115006	German	1923	Design
115007	German	1923	Design
115008	German	1923	Design
115009	German	1923	Design
115010	German	1923	Design
115011	German	1923	Design
115012	German	1923	Design
115013	German	1923	Design
115014	French	1923	Design
115015	American	1923	Design
115016	American	1923	Design
115017	Hungarian	1923	Design
115018	Austrian	1923	Design
115019	American	1923	Design
115020	German	1923	Design
115021	German	1923	Design
115022	German	1923	Design
115023	German	1923	Design
115024	American	1923	Design
115025	American	1923	Design
115026	British	1969	Design
115027	British	1980	Design
115028	British	1998	Design
115029	British	1991	Design
115030	British	2007	Print
115031	German	1979	Illustrated Book
115032	American	1970	Design
115033	Hungarian	1979	Design
115034	Polish	1982	Design
115035	Polish	1986	Design
115036	British	1995	Design
115037	American	1987	Photograph
115038	American	1987	Photograph
115039	American	1987	Photograph
115040	American	1987	Photograph
115041	American	1987	Photograph
115042	American	1987	Photograph
115043	American	1987	Photograph
115044	American	1987	Photograph
115045	American	1987	Photograph
115046	American	1987	Photograph
115047	American	1987	Photograph
115048	American	1987	Photograph
115049	American	1983	Design
115050	British	1975	Design
115051	Dutch	1968	Design
115052	Polish	1985	Design
115053	Polish	1989	Design
115054	Brazilian	1949	Photograph
115055	Brazilian	1953	Photograph
115056	Croatian	1969	Design
115057	Croatian	1963	Design
115058	Croatian	1963	Design
115059	Croatian	1964	Design
115060	Croatian	1969	Design
115061	Croatian	1969	Design
115062	Croatian	1973	Design
115063	Croatian	1964	Design
115064	Croatian	1973	Design
115065	Croatian	1963	Design
115066	Croatian	1961	Design
115067	British	1976	Print
115068	British	1976	Print
115069	British	1976	Print
115070	British	1976	Print
115071	British	1976	Print
115072	British	1976	Print
115073	British	1976	Print
115074	British	1976	Print
115075	Brazilian	1955	Video
115076	American	1979	Painting
115077	American	2013	Painting
115078	American	1936	Photograph
115079	American	1935	Photograph
115080	American	2014	Print
115081	American	2014	Print
115082	American	2014	Print
115083	American	1947	Photograph
115084	American	1980	Design
115085	German	1996	Design
115086	British	1997	Design
115087	Polish	1968	Design
115088	American	2011	Architecture
115089	Canadian	2011	Architecture
115090	Canadian	2011	Architecture
115091	American	2012	Illustrated Book
115092	Brazilian	1957	Video
115093	Brazilian	1963	Film
115094	Brazilian	1971	Video
115095	Russian	1930	Architecture
115096	Russian	1930	Architecture
115097	American	2014	Print
115098	American	2014	Print
115099	Swiss	1973	Print
115100	Swiss	1973	Print
115101	Swiss	1973	Print
115102	Swiss	1973	Print
115103	Swiss	1974	Print
115104	American	1970	Print
115105	Venezuelan	1940	Painting
115106	Uruguayan	1963	Sculpture
115107	Uruguayan	1968	Sculpture
115108	Brazilian	2014	Illustrated Book
115109	Argentine	1965	Painting
115110	American	1936	Photograph
115111	French	1997	Print
115112	Dutch	2014	Drawing
115113	American	1968	Drawing
115114	Austrian	2006	Drawing
115115	Mexican	2015	Drawing
115116	Japanese	1950	Design
115117	Japanese	1952	Design
115118	Japanese	1950	Design
115119	Japanese	1951	Design
115120	Japanese	1952	Design
115121	Japanese	1953	Design
115122	Japanese	1950	Design
115123	Japanese	1950	Design
115124	Japanese	1954	Design
115125	Japanese	1950	Design
115126	Japanese	1950	Design
115127	Japanese	1955	Design
115128	Japanese	1955	Design
115129	Japanese	1955	Design
115130	Japanese	1955	Design
115131	Japanese	1955	Design
115132	Japanese	1955	Design
115133	Japanese	1955	Design
115134	Japanese	1954	Design
115135	Japanese	1960	Design
115136	Japanese	1971	Design
115137	Japanese	1968	Design
115138	Japanese	1968	Design
115139	Japanese	1969	Design
115140	Japanese	1983	Design
115141	Japanese	1983	Design
115142	Japanese	1979	Design
115143	Japanese	1980	Design
115144	Japanese	1982	Design
115145	Japanese	1983	Design
115146	Japanese	1982	Design
115147	Japanese	1982	Design
115148	Japanese	1979	Design
115149	Japanese	1984	Design
115150	Japanese	1980	Design
115151	Colombian	1970	Photograph
115152	Colombian	1970	Photograph
115153	Colombian	1970	Photograph
115154	Colombian	1970	Photograph
115155	American	1982	Print
115156	American	1965	Photograph
115157	Chilean	2011	Architecture
115158	American	2014	Sculpture
115159	American	2014	Sculpture
115160	American	2014	Sculpture
115161	French	1973	Photograph
115162	French	1973	Photograph
115163	American	1936	Photograph
115164	American	1932	Photograph
115165	American	1936	Photograph
115166	American	1930	Photograph
115167	American	1977	Architecture
115168	American	1977	Architecture
115169	American	1981	Architecture
115170	American	1981	Architecture
115171	American	1981	Architecture
115172	American	1981	Architecture
115173	American	1981	Architecture
115174	American	1981	Architecture
115175	American	1981	Architecture
115176	American	1981	Architecture
115177	American	1942	Photograph
115178	American	1940	Photograph
115179	American	1940	Photograph
115180	American	1940	Photograph
115181	American	1940	Photograph
115182	American	1940	Photograph
115183	American	1943	Photograph
115184	American	1940	Photograph
115185	American	1940	Photograph
115186	American	1940	Photograph
115187	American	1940	Photograph
115188	American	1940	Photograph
115189	American	1940	Photograph
115190	American	1940	Photograph
115191	American	2014	Drawing
115192	American	2001	Print
115193	Canadian	2011	Architecture
115194	Colombian	2009	Architecture
115195	Mexican	1991	Architecture
115196	Mexican	1991	Architecture
115197	Mexican	1991	Architecture
115198	Mexican	1991	Architecture
115199	Mexican	1991	Architecture
115200	Mexican	1991	Architecture
115201	Mexican	1991	Architecture
115202	Venezuelan	1966	Architecture
115203	German	2008	Architecture
115204	Canadian	2011	Architecture
115205	Peruvian	1974	Architecture
115206	Venezuelan	1966	Architecture
115207	American	1981	Design
115208	Argentine	1969	Film
115209	Argentine	1935	Drawing
115210	American	1975	Drawing
115211	American	1986	Drawing
115212	American	2014	Multiple
115213	Argentine	1937	Drawing
115214	Colombian	2000	Drawing
115215	American	1996	Film
115216	American	2003	Film
115217	British	2008	Video
115218	British	2014	Multiple
115219	British	2011	Video
115220	British	2013	Video
115221	British	1978	Video
115222	American	2012	Print
115223	American	2015	Film
115224	American	1962	Film
115225	American	2012	Film
115226	Scottish	2011	Film
115227	American	2000	Film
115228	American	2009	Film
115229	American	1959	Film
115230	American	1975	Film
115231	American	1971	Film
115232	American	1951	Drawing
115233	American	1982	Video
115234	American	1987	Video
115235	American	1978	Video
115236	American	1983	Video
115237	American	1985	Video
115238	American	1983	Video
115239	American	2002	Video
115240	American	1973	Video
115241	American	1994	Video
115242	Brazilian	2013	Video
115243	French	2011	Film
115244	French	2007	Video
115245	Irish	2014	Installation
115246	South	2012	Video
115247	American	1978	Design
115248	American	1978	Audio
115249	American	1978	Audio
115250	American	1988	Audio
115251	American	1980	Audio
115252	American	1980	Audio
115253	American	1980	Audio
115254	American	1980	Audio
115255	American	1988	Audio
115256	American	1981	Audio
115257	American	1981	Audio
115258	American	1981	Audio
115259	American	1988	Audio
115260	American	1982	Audio
115261	American	1982	Audio
115262	American	1982	Audio
115263	American	1983	Audio
115264	American	1983	Audio
115265	American	1983	Audio
115266	American	1983	Audio
115267	American	1983	Audio
115268	American	1983	Audio
115269	American	1983	Audio
115270	American	1984	Audio
115271	American	1990	Audio
115272	American	1984	Audio
115273	American	1990	Audio
115274	American	1984	Audio
115275	American	1987	Audio
115276	American	1984	Audio
115277	American	1984	Audio
115278	American	1985	Audio
115279	American	1990	Audio
115280	American	1985	Audio
115281	American	1990	Audio
115282	American	1985	Audio
115283	American	1991	Audio
115284	American	1990	Audio
115285	American	1985	Audio
115286	American	1986	Audio
115287	American	1988	Audio
115288	American	1983	Audio
115289	American	1990	Audio
115290	American	1990	Audio
115291	American	1990	Audio
115292	American	1990	Audio
115293	American	1991	Audio
115294	American	1991	Audio
115295	American	1991	Audio
115296	American	1991	Audio
115297	American	1992	Audio
115298	American	1992	Audio
115299	American	1993	Audio
115300	American	1993	Audio
115301	American	1995	Audio
115302	American	1995	Audio
115303	American	1996	Audio
115304	American	1997	Audio
115305	American	1998	Audio
115306	American	1999	Audio
115307	American	2001	Audio
115308	American	2002	Audio
115309	American	2002	Audio
115310	American	2003	Audio
115311	American	2003	Audio
115312	American	2003	Audio
115313	American	2003	Audio
115314	American	2005	Audio
115315	American	2005	Audio
115316	American	1978	Print
115317	American	1981	Illustrated Book
115318	American	1982	Illustrated Book
115319	American	1982	Illustrated Book
115320	American	1982	Illustrated Book
115321	American	1982	Illustrated Book
115322	American	1982	Illustrated Book
115323	American	1982	Illustrated Book
115324	American	1983	Illustrated Book
115325	American	1983	Illustrated Book
115326	American	1983	Illustrated Book
115327	American	1984	Illustrated Book
115328	American	1984	Illustrated Book
115329	American	1984	Illustrated Book
115330	American	1984	Illustrated Book
115331	American	1984	Illustrated Book
115332	American	1984	Illustrated Book
115333	American	1984	Illustrated Book
115334	American	1985	Illustrated Book
115335	American	1985	Illustrated Book
115336	American	1985	Illustrated Book
115337	American	1985	Illustrated Book
115338	American	1985	Illustrated Book
115339	American	1985	Illustrated Book
115340	American	1985	Illustrated Book
115341	American	1985	Illustrated Book
115342	American	1985	Illustrated Book
115343	American	1985	Illustrated Book
115344	American	1985	Illustrated Book
115345	American	1985	Illustrated Book
115346	American	1985	Illustrated Book
115347	American	1985	Illustrated Book
115348	American	1985	Illustrated Book
115349	American	1985	Illustrated Book
115350	American	1985	Illustrated Book
115351	American	1985	Illustrated Book
115352	American	1986	Illustrated Book
115353	American	1986	Illustrated Book
115354	American	1986	Illustrated Book
115355	American	1986	Illustrated Book
115356	American	1986	Illustrated Book
115357	American	1986	Illustrated Book
115358	American	1986	Illustrated Book
115359	American	1986	Illustrated Book
115360	American	1988	Illustrated Book
115361	American	1988	Illustrated Book
115362	American	1988	Illustrated Book
115363	American	1988	Illustrated Book
115364	American	1988	Illustrated Book
115365	American	1988	Illustrated Book
115366	American	1988	Illustrated Book
115367	American	1988	Illustrated Book
115368	American	1988	Illustrated Book
115369	American	1988	Illustrated Book
115370	American	1988	Illustrated Book
115371	American	1989	Illustrated Book
115372	American	1989	Illustrated Book
115373	American	1989	Illustrated Book
115374	American	1989	Illustrated Book
115375	American	1989	Illustrated Book
115376	American	1989	Illustrated Book
115377	American	1989	Illustrated Book
115378	American	1989	Illustrated Book
115379	American	1989	Illustrated Book
115380	American	1989	Illustrated Book
115381	American	1989	Illustrated Book
115382	American	1989	Illustrated Book
115383	American	1990	Illustrated Book
115384	American	1990	Illustrated Book
115385	American	1990	Illustrated Book
115386	American	1990	Illustrated Book
115387	American	1990	Illustrated Book
115388	American	1990	Illustrated Book
115389	American	1990	Illustrated Book
115390	American	1990	Illustrated Book
115391	American	1991	Illustrated Book
115392	American	1991	Illustrated Book
115393	American	1991	Illustrated Book
115394	American	1991	Illustrated Book
115395	American	1991	Illustrated Book
115396	American	1991	Illustrated Book
115397	American	1991	Illustrated Book
115398	American	1991	Illustrated Book
115399	American	1991	Illustrated Book
115400	American	1991	Illustrated Book
115401	American	1991	Illustrated Book
115402	American	1991	Illustrated Book
115403	American	1991	Illustrated Book
115404	American	1992	Illustrated Book
115405	American	1992	Illustrated Book
115406	American	1992	Illustrated Book
115407	American	1992	Illustrated Book
115408	American	1992	Illustrated Book
115409	American	1992	Illustrated Book
115410	American	1993	Illustrated Book
115411	American	1996	Illustrated Book
115412	American	2002	Illustrated Book
115413	American	2002	Illustrated Book
115414	American	2002	Illustrated Book
115415	American	2002	Illustrated Book
115416	American	2006	Illustrated Book
115417	American	1979	Print
115418	American	1979	Print
115419	American	1979	Print
115420	American	1979	Print
115421	American	1979	Print
115422	American	1979	Print
115423	American	1979	Print
115424	American	1980	Print
115425	American	1980	Print
115426	American	1980	Print
115427	American	1980	Print
115428	American	1980	Print
115429	American	1980	Print
115430	American	1980	Print
115431	American	1980	Print
115432	American	1980	Print
115433	American	1980	Print
115434	American	1980	Print
115435	American	1980	Print
115436	American	1981	Print
115437	American	1981	Print
115438	American	1981	Print
115439	American	1981	Print
115440	American	1981	Print
115441	American	1981	Print
115442	American	1981	Print
115443	American	1981	Print
115444	American	1981	Print
115445	American	1981	Print
115446	American	1981	Print
115447	American	1981	Print
115448	American	1981	Print
115449	American	1981	Print
115450	American	1982	Print
115451	American	1982	Print
115452	American	1982	Print
115453	American	1982	Print
115454	American	1982	Print
115455	American	1982	Print
115456	American	1982	Print
115457	American	1983	Print
115458	American	1983	Print
115459	American	1983	Print
115460	American	1983	Print
115461	American	1983	Print
115462	American	1983	Print
115463	American	1983	Print
115464	American	1984	Print
115465	American	1984	Print
115466	American	1984	Print
115467	American	1984	Print
115468	American	1985	Print
115469	American	1985	Print
115470	American	1985	Print
115471	American	1985	Print
115472	American	1985	Print
115473	American	1985	Print
115474	American	1986	Print
115475	American	1986	Print
115476	American	1990	Print
115477	American	1992	Print
115478	American	1999	Print
115479	American	1982	Print
115480	American	1976	Installation
115481	Colombian	1980	Drawing
115482	Colombian	1983	Drawing
115483	Colombian	1999	Drawing
115484	Colombian	1985	Drawing
115485	American	1927	Mies van der Rohe Archive
115486	American	1927	Mies van der Rohe Archive
115487	American	1927	Mies van der Rohe Archive
115488	American	1927	Mies van der Rohe Archive
115489	American	1930	Mies van der Rohe Archive
115490	American	1930	Mies van der Rohe Archive
115491	American	1930	Mies van der Rohe Archive
115492	American	1930	Mies van der Rohe Archive
115493	American	1930	Mies van der Rohe Archive
115494	American	1930	Mies van der Rohe Archive
115495	American	1930	Mies van der Rohe Archive
115496	American	1930	Mies van der Rohe Archive
115497	American	1930	Mies van der Rohe Archive
115498	American	1930	Mies van der Rohe Archive
115499	American	1930	Mies van der Rohe Archive
115500	American	1930	Mies van der Rohe Archive
115501	American	1930	Mies van der Rohe Archive
115502	American	1930	Mies van der Rohe Archive
115503	American	1930	Mies van der Rohe Archive
115504	American	1930	Mies van der Rohe Archive
115505	American	1930	Mies van der Rohe Archive
115506	American	1930	Mies van der Rohe Archive
115507	Hungarian	1985	Design
115508	Hungarian	1983	Design
115509	Hungarian	1982	Design
115510	Hungarian	1982	Design
115511	American	1982	Photograph
115512	American	1982	Photograph
115513	American	1982	Photograph
115514	American	1982	Photograph
115515	American	1982	Photograph
115516	American	1982	Photograph
115517	American	1982	Photograph
115518	American	1982	Photograph
115519	American	1982	Photograph
115520	American	1982	Photograph
115521	American	1960	Sculpture
115522	Czech	1975	Sculpture
115523	Czech	1975	Sculpture
115524	Czech	1975	Sculpture
115525	Czech	1975	Sculpture
115526	Czech	1975	Sculpture
115527	Japanese	1993	Photograph
115528	American	1967	Print
115529	Indian	1970	Photograph
115530	Korean	1974	Painting
115531	German	2007	Painting
115532	German	1961	Installation
115533	Chinese	2000	Sculpture
115534	Chinese	2000	Sculpture
115535	Chinese	2000	Sculpture
115536	Chinese	2000	Sculpture
115537	Chinese	2000	Sculpture
115538	American	2014	Sculpture
115539	Georgian	2013	Sculpture
115540	Canadian	1919	Photograph
115541	British	1969	Design
115542	German	1970	Design
115543	Swiss	2007	Architecture
115544	Swiss	2007	Architecture
115545	Brazilian	1980	Design
115546	American	2012	Design
115547	British	1970	Periodical
115548	British	1971	Print
115549	American	1986	Illustrated Book
115550	American	1968	Periodical
115551	American	1971	Photograph
115552	Swiss	1979	Photograph
115553	American	1947	Architecture
115554	French	1967	Architecture
115555	French	1967	Architecture
115556	French	1972	Architecture
115557	French	1972	Architecture
115558	American	2006	Design
115559	American	2006	Design
115560	American	2006	Design
115561	Hungarian	1987	Design
115562	Hungarian	1980	Design
115563	Hungarian	1985	Design
115564	Hungarian	1988	Design
115565	Hungarian	1987	Design
115566	Hungarian	1984	Design
115567	Hungarian	1987	Design
115568	Hungarian	1986	Design
115569	Hungarian	1986	Design
115570	Hungarian	1980	Design
115571	Hungarian	1988	Design
115572	Hungarian	1986	Design
115573	Hungarian	1980	Design
115574	American	1999	Print
115575	American	2003	Film
115576	American	1958	Print
115577	American	2003	Film
115578	American	1962	Print
115579	American	1960	Print
115580	American	1960	Print
115581	Belgian	1996	Print
115582	Korean	2011	Architecture
115583	American	1967	Design
115584	American	1970	Drawing
115585	American	1971	Drawing
115586	American	1968	Drawing
115587	American	1968	Drawing
115588	Nigerian	1959	Drawing
115589	Nigerian	1959	Drawing
115590	Nigerian	1962	Drawing
115591	Nigerian	1963	Drawing
115592	Nigerian	1959	Print
115593	Nigerian	1958	Print
115594	American	2014	Print
115595	American	1980	Drawing
115596	American	1971	Drawing
115597	American	1978	Print
115598	American	1978	Print
115599	American	1988	Print
115600	Japanese	1960	Design
115601	Japanese	1960	Design
115602	Japanese	1965	Design
115603	Japanese	1966	Design
115604	American	2014	Design
115605	American	1978	Design
115606	American	1991	Design
115607	Canadian	2014	Design
115608	Spanish	2015	Architecture
115609	Israeli	2013	Design
115610	Indian	1969	Video
115611	Indian	1969	Video
115612	American	2014	Photograph
115613	American	2014	Photograph
115614	American	2014	Photograph
115615	American	2014	Photograph
115616	American	2014	Photograph
115617	American	2014	Photograph
115618	American	2014	Photograph
115619	American	1980	Design
115620	American	1981	Design
115621	American	1982	Design
115622	American	1982	Design
115623	American	1981	Design
115624	American	1984	Design
115625	American	1983	Design
115626	American	1985	Design
115627	American	1979	Design
115628	American	1979	Design
115629	American	1980	Design
115630	American	1981	Design
115631	American	1980	Design
115632	American	1980	Design
115633	American	1980	Design
115634	American	1981	Design
115635	American	1981	Design
115636	American	1981	Design
115637	American	1979	Design
115638	American	1980	Design
115639	American	1981	Design
115640	American	1980	Design
115641	American	1984	Design
115642	American	1983	Design
115643	American	1979	Design
115644	Croatian	1969	Design
115645	American	1977	Design
115646	American	1982	Design
115647	American	1985	Design
115648	French	1973	Design
115649	American	1961	Design
115650	American	1950	Design
115651	American	1957	Design
115652	American	1952	Design
115653	American	1942	Design
115654	American	1942	Design
115655	Swiss	1952	Design
115656	British	1952	Design
115657	French	1879	Print
115658	French	1879	Print
115659	French	1879	Print
115660	French	1879	Print
115661	French	1879	Print
115662	French	1879	Print
115663	French	1879	Print
115664	French	1879	Print
115665	French	1879	Print
115666	French	1879	Print
115667	Dutch	1971	Photograph
115668	American	1953	Mies van der Rohe Archive
115669	American	1949	Print
115670	American	1949	Print
115671	American	1927	Mies van der Rohe Archive
115672	American	1930	Mies van der Rohe Archive
115673	Cuban	1969	Design
115674	Cuban	1969	Design
115675	Cuban	1971	Design
115676	Cuban	1972	Design
115677	Cuban	1972	Design
115678	Cuban	1972	Design
115679	Cuban	1972	Design
115680	Cuban	1972	Design
115681	Cuban	1969	Design
115682	Cuban	1969	Design
115683	Cuban	1972	Design
115684	Cuban	1972	Design
115685	Cuban	1972	Design
115686	Cuban	1960	Design
115687	Cuban	1967	Design
115688	Cuban	1976	Design
115689	Cuban	1968	Design
115690	American	2014	Photograph
115691	American	2014	Photograph
115692	American	2014	Photograph
115693	American	2014	Photograph
115694	American	2014	Photograph
115695	American	2014	Photograph
115696	American	2014	Photograph
115697	American	2014	Photograph
115698	American	2014	Photograph
115699	American	2014	Photograph
115700	American	2014	Photograph
115701	American	2014	Photograph
115702	American	2014	Photograph
115703	American	2014	Photograph
115704	American	2014	Photograph
115705	American	2014	Photograph
115706	American	2014	Photograph
115707	American	2014	Photograph
115708	American	2014	Photograph
115709	American	1941	Mies van der Rohe Archive
115710	American	1995	Drawing
115711	German	2014	Drawing
115712	American	1991	Drawing
115713	American	1991	Drawing
115714	British	2015	Print
115715	German	2003	Drawing
115716	British	1985	Design
115717	British	1975	Design
115718	British	1975	Design
115719	British	1981	Design
115720	British	1980	Design
115721	Czech	1920	Photograph
115722	American	2014	Video
115723	Japanese	1960	Drawing
115724	Japanese	1960	Drawing
115725	Japanese	1960	Drawing
115726	Japanese	1960	Print
115727	Japanese	1960	Drawing
115728	Japanese	1960	Drawing
115729	Japanese	1960	Drawing
115730	Japanese	1960	Drawing
115731	Japanese	1960	Drawing
115732	Japanese	1960	Print
115733	Japanese	1960	Drawing
115734	Japanese	1960	Drawing
115735	Japanese	1960	Drawing
115736	Japanese	1960	Drawing
115737	Japanese	1960	Drawing
115738	Japanese	1960	Print
115739	Japanese	1960	Print
115740	Japanese	1960	Drawing
115741	Japanese	1960	Print
115742	Japanese	1960	Drawing
115743	Japanese	1960	Drawing
115744	Japanese	1960	Print
115745	Japanese	1960	Drawing
115746	Japanese	1960	Print
115747	Japanese	1960	Print
115748	Japanese	1963	Print
115749	Japanese	1967	Print
115750	Japanese	1967	Print
115751	Japanese	1967	Print
115752	Japanese	1967	Print
115753	Japanese	1967	Print
115754	Japanese	1967	Print
115755	Japanese	1967	Print
115756	Japanese	1967	Print
115757	Japanese	1967	Print
115758	Japanese	1967	Print
115759	Japanese	1967	Print
115760	Japanese	1967	Print
115761	Japanese	1967	Print
115762	Japanese	1967	Print
115763	Japanese	1967	Print
115764	Japanese	1967	Print
115765	Japanese	1967	Print
115766	Japanese	1967	Print
115767	Japanese	1967	Print
115768	Japanese	1967	Print
115769	Japanese	1967	Print
115770	Japanese	1967	Print
115771	Japanese	1967	Print
115772	Japanese	1967	Print
115773	Japanese	1967	Print
115774	Japanese	1967	Print
115775	Japanese	1967	Print
115776	Japanese	1967	Print
115777	Japanese	1967	Print
115778	Japanese	1967	Print
115779	Japanese	1967	Print
115780	Japanese	1967	Print
115781	Japanese	1967	Print
115782	Japanese	1967	Print
115783	Japanese	1967	Print
115784	Japanese	1967	Print
115785	Japanese	1967	Print
115786	Japanese	1967	Print
115787	Japanese	1969	Print
115788	Japanese	1969	Print
115789	Japanese	1969	Print
115790	Japanese	1971	Print
115791	Japanese	1971	Print
115792	Japanese	1971	Print
115793	Japanese	1971	Print
115794	Japanese	1971	Print
115795	Japanese	1971	Print
115796	Japanese	1971	Print
115797	Japanese	1971	Print
115798	Japanese	1971	Print
115799	Japanese	1971	Print
115800	Cuban	1969	Design
115801	Cuban	1972	Design
115802	Cuban	1970	Graphic Design
115803	Cuban	1968	Design
115804	Cuban	1971	Design
115805	Cuban	1968	Design
115806	Cuban	1972	Design
115807	Cuban	1973	Design
115808	American	1962	Media
115809	American	1962	Media
115810	American	1962	Film
115811	American	1966	Film
115812	Cuban	1973	Design
115813	Cuban	1973	Design
115814	Cuban	1974	Design
